temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID,GasRow,Co2,LPG,timestamp
28.56,46.6,1.97,2011.0,2025-04-04,11:07:38,71.58,1,839,4022,1206.6,804.4,2025-04-04 11:07:38
28.55,46.57,1.97,2013.5,2025-04-04,11:07:50,71.53,1,840,4027,1208.1,805.4,2025-04-04 11:07:50
28.55,46.59,1.97,2010.5,2025-04-04,11:08:02,71.49,1,841,4021,1206.3,804.2,2025-04-04 11:08:02
28.55,46.6,1.98,1973.5,2025-04-04,11:08:14,71.44,1,842,3947,1184.1,789.4,2025-04-04 11:08:14
28.57,46.58,1.98,2009.5,2025-04-04,11:08:26,71.39,1,843,4019,1205.7,803.8,2025-04-04 11:08:26
28.58,46.58,1.98,1967.0,2025-04-04,11:08:37,71.35,1,844,3934,1180.2,786.8,2025-04-04 11:08:37
28.56,46.56,1.99,2011.0,2025-04-04,11:08:50,71.29,1,845,4022,1206.6,804.4,2025-04-04 11:08:50
28.52,46.63,1.99,2015.5,2025-04-04,11:09:02,71.25,1,846,4031,1209.3,806.2,2025-04-04 11:09:02
28.46,46.64,1.99,2015.0,2025-04-04,11:09:14,71.2,1,847,4030,1209.0,806.0,2025-04-04 11:09:14
28.42,46.61,2.0,1991.5,2025-04-04,11:09:27,71.15,1,848,3983,1194.9,796.6,2025-04-04 11:09:27
28.4,46.74,2.0,2011.5,2025-04-04,11:09:39,71.1,1,849,4023,1206.9,804.6,2025-04-04 11:09:39
28.4,46.74,2.0,2007.5,2025-04-04,11:09:50,71.06,1,850,4015,1204.5,803.0,2025-04-04 11:09:50
28.42,46.75,2.01,2008.0,2025-04-04,11:10:02,71.01,1,851,4016,1204.8,803.2,2025-04-04 11:10:02
28.44,46.74,2.01,2008.5,2025-04-04,11:10:14,70.96,1,852,4017,1205.1,803.4,2025-04-04 11:10:14
28.44,46.79,2.01,2009.0,2025-04-04,11:10:26,70.91,1,853,4018,1205.4,803.6,2025-04-04 11:10:26
28.46,46.81,2.02,2029.5,2025-04-04,11:10:38,70.87,1,854,4059,1217.7,811.8,2025-04-04 11:10:38
28.48,46.77,2.02,2011.5,2025-04-04,11:10:49,70.82,1,855,4023,1206.9,804.6,2025-04-04 11:10:49
28.49,46.77,2.02,2008.5,2025-04-04,11:11:01,70.77,1,856,4017,1205.1,803.4,2025-04-04 11:11:01
28.43,46.68,2.03,2006.5,2025-04-04,11:11:13,70.73,1,857,4013,1203.9,802.6,2025-04-04 11:11:13
28.44,46.75,2.03,2014.5,2025-04-04,11:11:25,70.68,1,858,4029,1208.7,805.8,2025-04-04 11:11:25
28.44,46.75,2.03,2011.5,2025-04-04,11:11:38,70.63,1,859,4023,1206.9,804.6,2025-04-04 11:11:38
28.44,46.76,2.04,2016.0,2025-04-04,11:11:50,70.58,1,860,4032,1209.6,806.4,2025-04-04 11:11:50
28.45,46.72,2.04,2008.0,2025-04-04,11:12:02,70.53,1,861,4016,1204.8,803.2,2025-04-04 11:12:02
28.47,46.74,2.04,2008.0,2025-04-04,11:12:14,70.49,1,862,4016,1204.8,803.2,2025-04-04 11:12:14
28.48,46.79,2.05,2008.5,2025-04-04,11:12:26,70.44,1,863,4017,1205.1,803.4,2025-04-04 11:12:26
28.49,46.7,2.05,2009.5,2025-04-04,11:12:38,70.39,1,864,4019,1205.7,803.8,2025-04-04 11:12:38
28.5,46.68,2.05,2008.0,2025-04-04,11:12:50,70.34,1,865,4016,1204.8,803.2,2025-04-04 11:12:50
28.49,46.72,2.06,2003.5,2025-04-04,11:13:01,70.3,1,866,4007,1202.1,801.4,2025-04-04 11:13:01
28.51,46.71,2.06,2008.0,2025-04-04,11:13:13,70.25,1,867,4016,1204.8,803.2,2025-04-04 11:13:13
28.51,46.68,2.06,2008.5,2025-04-04,11:13:25,70.2,1,868,4017,1205.1,803.4,2025-04-04 11:13:25
28.51,46.64,2.07,2008.0,2025-04-04,11:13:37,70.16,1,869,4016,1204.8,803.2,2025-04-04 11:13:37
28.49,46.68,2.07,2010.5,2025-04-04,11:13:49,70.11,1,870,4021,1206.3,804.2,2025-04-04 11:13:49
28.5,46.69,2.07,2040.0,2025-04-04,11:14:00,70.06,1,871,4080,1224.0,816.0,2025-04-04 11:14:00
28.46,46.69,2.08,2010.0,2025-04-04,11:14:13,70.01,1,872,4020,1206.0,804.0,2025-04-04 11:14:13
28.48,46.65,2.08,2005.5,2025-04-04,11:14:24,69.97,1,873,4011,1203.3,802.2,2025-04-04 11:14:24
28.47,46.67,2.08,2008.0,2025-04-04,11:14:36,69.92,1,874,4016,1204.8,803.2,2025-04-04 11:14:36
28.48,46.67,2.09,2010.5,2025-04-04,11:14:48,69.87,1,875,4021,1206.3,804.2,2025-04-04 11:14:48
28.52,46.61,2.09,2008.0,2025-04-04,11:15:00,69.82,1,876,4016,1204.8,803.2,2025-04-04 11:15:00
28.54,46.53,2.09,2011.0,2025-04-04,11:15:12,69.78,1,877,4022,1206.6,804.4,2025-04-04 11:15:12
28.53,46.52,2.1,2012.5,2025-04-04,11:15:24,69.73,1,878,4025,1207.5,805.0,2025-04-04 11:15:24
28.54,46.55,2.1,2008.0,2025-04-04,11:15:36,69.68,1,879,4016,1204.8,803.2,2025-04-04 11:15:36
28.52,46.55,2.1,2005.0,2025-04-04,11:15:48,69.63,1,880,4010,1203.0,802.0,2025-04-04 11:15:48
28.55,46.54,2.11,2008.0,2025-04-04,11:16:00,69.59,1,881,4016,1204.8,803.2,2025-04-04 11:16:00
28.55,46.55,2.11,2005.5,2025-04-04,11:16:12,69.54,1,882,4011,1203.3,802.2,2025-04-04 11:16:12
28.55,46.53,2.11,2002.5,2025-04-04,11:16:24,69.49,1,883,4005,1201.5,801.0,2025-04-04 11:16:24
28.56,46.55,2.12,2005.0,2025-04-04,11:16:35,69.45,1,884,4010,1203.0,802.0,2025-04-04 11:16:35
28.57,46.58,2.12,2002.5,2025-04-04,11:16:48,69.4,1,885,4005,1201.5,801.0,2025-04-04 11:16:48
28.58,46.52,2.12,2008.0,2025-04-04,11:17:00,69.35,1,886,4016,1204.8,803.2,2025-04-04 11:17:00
28.58,46.55,2.13,2004.5,2025-04-04,11:17:12,69.3,1,887,4009,1202.7,801.8,2025-04-04 11:17:12
28.61,46.57,2.13,2004.5,2025-04-04,11:17:23,69.26,1,888,4009,1202.7,801.8,2025-04-04 11:17:23
28.59,46.55,2.13,2009.0,2025-04-04,11:17:35,69.21,1,889,4018,1205.4,803.6,2025-04-04 11:17:35
28.58,46.53,2.14,2010.5,2025-04-04,11:17:47,69.16,1,890,4021,1206.3,804.2,2025-04-04 11:17:47
28.54,46.46,2.14,2008.0,2025-04-04,11:17:59,69.11,1,891,4016,1204.8,803.2,2025-04-04 11:17:59
28.52,46.51,2.14,2004.5,2025-04-04,11:18:11,69.07,1,892,4009,1202.7,801.8,2025-04-04 11:18:11
28.49,46.51,2.15,2002.5,2025-04-04,11:18:22,69.02,1,893,4005,1201.5,801.0,2025-04-04 11:18:22
28.49,46.5,2.15,2003.0,2025-04-04,11:18:34,68.97,1,894,4006,1201.8,801.2,2025-04-04 11:18:34
28.46,46.5,2.15,2003.5,2025-04-04,11:18:46,68.93,1,895,4007,1202.1,801.4,2025-04-04 11:18:46
28.45,46.52,2.16,2009.5,2025-04-04,11:18:58,68.88,1,896,4019,1205.7,803.8,2025-04-04 11:18:58
28.42,46.53,2.16,2008.0,2025-04-04,11:19:10,68.83,1,897,4016,1204.8,803.2,2025-04-04 11:19:10
28.44,46.52,2.16,2008.0,2025-04-04,11:19:21,68.79,1,898,4016,1204.8,803.2,2025-04-04 11:19:21
28.47,46.48,2.17,2005.5,2025-04-04,11:19:33,68.74,1,899,4011,1203.3,802.2,2025-04-04 11:19:33
28.49,46.45,2.17,2006.0,2025-04-04,11:19:45,68.69,1,900,4012,1203.6,802.4,2025-04-04 11:19:45
28.5,46.46,2.17,2003.0,2025-04-04,11:19:57,68.65,1,901,4006,1201.8,801.2,2025-04-04 11:19:57
28.52,46.48,2.18,2027.5,2025-04-04,11:20:08,68.6,1,902,4055,1216.5,811.0,2025-04-04 11:20:08
28.52,46.49,2.18,2002.5,2025-04-04,11:20:20,68.55,1,903,4005,1201.5,801.0,2025-04-04 11:20:20
28.55,46.43,2.18,2000.0,2025-04-04,11:20:32,68.5,1,904,4000,1200.0,800.0,2025-04-04 11:20:32
28.56,46.44,2.19,2003.0,2025-04-04,11:20:44,68.46,1,905,4006,1201.8,801.2,2025-04-04 11:20:44
28.57,46.53,2.19,2004.0,2025-04-04,11:20:56,68.41,1,906,4008,1202.4,801.6,2025-04-04 11:20:56
28.56,46.5,2.19,2008.5,2025-04-04,11:21:08,68.36,1,907,4017,1205.1,803.4,2025-04-04 11:21:08
28.56,46.55,2.2,2006.0,2025-04-04,11:21:20,68.31,1,908,4012,1203.6,802.4,2025-04-04 11:21:20
28.55,46.52,2.2,2004.0,2025-04-04,11:21:32,68.27,1,909,4008,1202.4,801.6,2025-04-04 11:21:32
28.53,46.5,2.2,2002.5,2025-04-04,11:21:44,68.22,1,910,4005,1201.5,801.0,2025-04-04 11:21:44
28.51,46.55,2.21,2002.0,2025-04-04,11:21:56,68.17,1,911,4004,1201.2,800.8,2025-04-04 11:21:56
28.51,46.54,2.21,2009.0,2025-04-04,11:22:08,68.12,1,912,4018,1205.4,803.6,2025-04-04 11:22:08
28.53,46.65,2.21,2001.5,2025-04-04,11:22:20,68.08,1,913,4003,1200.9,800.6,2025-04-04 11:22:20
28.55,46.68,2.22,2005.0,2025-04-04,11:22:32,68.03,1,914,4010,1203.0,802.0,2025-04-04 11:22:32
28.55,46.64,2.22,2007.0,2025-04-04,11:22:44,67.98,1,915,4014,1204.2,802.8,2025-04-04 11:22:44
28.56,46.64,2.22,2003.5,2025-04-04,11:22:56,67.93,1,916,4007,1202.1,801.4,2025-04-04 11:22:56
28.56,46.55,2.23,2005.0,2025-04-04,11:23:08,67.89,1,917,4010,1203.0,802.0,2025-04-04 11:23:08
28.58,46.53,2.23,2007.0,2025-04-04,11:23:20,67.84,1,918,4014,1204.2,802.8,2025-04-04 11:23:20
28.58,46.51,2.23,2007.5,2025-04-04,11:23:31,67.79,1,919,4015,1204.5,803.0,2025-04-04 11:23:31
28.58,46.53,2.24,2000.0,2025-04-04,11:23:43,67.75,1,920,4000,1200.0,800.0,2025-04-04 11:23:43
28.61,46.49,2.24,2005.0,2025-04-04,11:23:55,67.7,1,921,4010,1203.0,802.0,2025-04-04 11:23:55
28.57,46.43,2.25,2006.5,2025-04-04,11:24:52,67.47,1,922,4013,1203.9,802.6,2025-04-04 11:24:52
28.58,46.42,2.26,2003.0,2025-04-04,11:25:08,67.41,1,923,4006,1201.8,801.2,2025-04-04 11:25:08
28.58,46.43,2.26,2006.5,2025-04-04,11:25:20,67.36,1,924,4013,1203.9,802.6,2025-04-04 11:25:20
28.57,46.4,2.27,2008.0,2025-04-04,11:25:32,67.31,1,925,4016,1204.8,803.2,2025-04-04 11:25:32
28.56,46.42,2.27,2014.5,2025-04-04,11:25:45,67.26,1,926,4029,1208.7,805.8,2025-04-04 11:25:45
28.52,46.48,2.27,1999.5,2025-04-04,11:25:57,67.21,1,927,3999,1199.7,799.8,2025-04-04 11:25:57
28.53,46.51,2.28,2009.5,2025-04-04,11:26:09,67.17,1,928,4019,1205.7,803.8,2025-04-04 11:26:09
28.52,46.51,2.28,2003.5,2025-04-04,11:26:21,67.12,1,929,4007,1202.1,801.4,2025-04-04 11:26:21
28.54,46.51,2.28,2005.5,2025-04-04,11:26:32,67.07,1,930,4011,1203.3,802.2,2025-04-04 11:26:32
28.53,46.43,2.29,1999.5,2025-04-04,11:26:44,67.03,1,931,3999,1199.7,799.8,2025-04-04 11:26:44
28.54,46.41,2.29,2003.0,2025-04-04,11:26:56,66.98,1,932,4006,1201.8,801.2,2025-04-04 11:26:56
28.54,46.42,2.29,2003.5,2025-04-04,11:27:08,66.93,1,933,4007,1202.1,801.4,2025-04-04 11:27:08
28.54,46.4,2.3,1975.0,2025-04-04,11:27:20,66.88,1,934,3950,1185.0,790.0,2025-04-04 11:27:20
28.56,46.43,2.3,2003.0,2025-04-04,11:27:32,66.84,1,935,4006,1201.8,801.2,2025-04-04 11:27:32
28.55,46.43,2.3,2008.0,2025-04-04,11:27:44,66.79,1,936,4016,1204.8,803.2,2025-04-04 11:27:44
28.57,46.41,2.31,1999.0,2025-04-04,11:27:56,66.74,1,937,3998,1199.4,799.6,2025-04-04 11:27:56
28.56,46.43,2.31,1997.0,2025-04-04,11:28:08,66.69,1,938,3994,1198.2,798.8,2025-04-04 11:28:08
28.57,46.39,2.31,1999.5,2025-04-04,11:28:20,66.65,1,939,3999,1199.7,799.8,2025-04-04 11:28:20
28.58,46.4,2.32,1995.0,2025-04-04,11:28:32,66.6,1,940,3990,1197.0,798.0,2025-04-04 11:28:32
28.59,46.39,2.32,2011.0,2025-04-04,11:28:45,66.55,1,941,4022,1206.6,804.4,2025-04-04 11:28:45
28.6,46.44,2.32,2001.5,2025-04-04,11:28:57,66.5,1,942,4003,1200.9,800.6,2025-04-04 11:28:57
28.61,46.5,2.33,1998.5,2025-04-04,11:29:09,66.45,1,943,3997,1199.1,799.4,2025-04-04 11:29:09
28.6,46.46,2.33,2003.5,2025-04-04,11:29:21,66.4,1,944,4007,1202.1,801.4,2025-04-04 11:29:21
28.6,46.44,2.33,1999.0,2025-04-04,11:29:33,66.36,1,945,3998,1199.4,799.6,2025-04-04 11:29:33
28.59,46.41,2.34,2007.0,2025-04-04,11:29:44,66.31,1,946,4014,1204.2,802.8,2025-04-04 11:29:44
28.55,46.43,2.34,2001.5,2025-04-04,11:29:56,66.26,1,947,4003,1200.9,800.6,2025-04-04 11:29:56
28.52,46.45,2.34,2003.0,2025-04-04,11:30:12,66.2,1,948,4006,1201.8,801.2,2025-04-04 11:30:12
28.51,46.44,2.35,2003.0,2025-04-04,11:30:24,66.15,1,949,4006,1201.8,801.2,2025-04-04 11:30:24
28.53,46.44,2.35,1999.5,2025-04-04,11:30:35,66.11,1,950,3999,1199.7,799.8,2025-04-04 11:30:35
28.5,46.4,2.35,2000.5,2025-04-04,11:30:47,66.06,1,951,4001,1200.3,800.2,2025-04-04 11:30:47
28.5,46.36,2.36,2002.5,2025-04-04,11:30:59,66.01,1,952,4005,1201.5,801.0,2025-04-04 11:30:59
28.49,46.42,2.36,2001.0,2025-04-04,11:31:11,65.97,1,953,4002,1200.6,800.4,2025-04-04 11:31:11
28.45,46.37,2.36,1993.5,2025-04-04,11:31:23,65.92,1,954,3987,1196.1,797.4,2025-04-04 11:31:23
28.42,46.45,2.37,2001.5,2025-04-04,11:31:35,65.87,1,955,4003,1200.9,800.6,2025-04-04 11:31:35
28.34,48.96,2.38,2013.5,2025-04-04,11:32:09,65.73,1,956,4027,1208.1,805.4,2025-04-04 11:32:09
28.39,51.37,2.38,1997.5,2025-04-04,11:32:21,65.69,1,957,3995,1198.5,799.0,2025-04-04 11:32:21
28.95,51.14,2.38,2001.5,2025-04-04,11:32:33,65.64,1,958,4003,1200.9,800.6,2025-04-04 11:32:33
29.14,49.11,2.39,1958.5,2025-04-04,11:32:45,65.59,1,959,3917,1175.1,783.4,2025-04-04 11:32:45
29.16,48.23,2.39,1925.5,2025-04-04,11:32:56,65.55,1,960,3851,1155.3,770.2,2025-04-04 11:32:56
29.12,47.69,2.39,1969.0,2025-04-04,11:33:08,65.5,1,961,3938,1181.4,787.6,2025-04-04 11:33:08
29.08,47.26,2.4,1971.0,2025-04-04,11:33:23,65.44,1,962,3942,1182.6,788.4,2025-04-04 11:33:23
29.03,47.01,2.4,1965.5,2025-04-04,11:33:35,65.39,1,963,3931,1179.3,786.2,2025-04-04 11:33:35
28.97,46.88,2.4,1968.5,2025-04-04,11:33:47,65.35,1,964,3937,1181.1,787.4,2025-04-04 11:33:47
28.92,46.77,2.41,1982.5,2025-04-04,11:33:59,65.3,1,965,3965,1189.5,793.0,2025-04-04 11:33:59
28.86,46.63,2.41,1971.0,2025-04-04,11:34:10,65.25,1,966,3942,1182.6,788.4,2025-04-04 11:34:10
28.79,46.58,2.41,1973.5,2025-04-04,11:34:22,65.21,1,967,3947,1184.1,789.4,2025-04-04 11:34:22
28.76,46.56,2.42,1967.0,2025-04-04,11:34:34,65.16,1,968,3934,1180.2,786.8,2025-04-04 11:34:34
28.74,46.51,2.42,1976.0,2025-04-04,11:34:46,65.11,1,969,3952,1185.6,790.4,2025-04-04 11:34:46
28.72,46.48,2.42,1973.0,2025-04-04,11:34:58,65.07,1,970,3946,1183.8,789.2,2025-04-04 11:34:58
28.67,46.41,2.43,2002.5,2025-04-04,11:35:09,65.02,1,971,4005,1201.5,801.0,2025-04-04 11:35:09
28.56,46.54,2.43,2000.5,2025-04-04,11:35:21,64.97,1,972,4001,1200.3,800.2,2025-04-04 11:35:21
28.55,46.61,2.43,1997.5,2025-04-04,11:35:33,64.92,1,973,3995,1198.5,799.0,2025-04-04 11:35:33
28.53,46.61,2.44,1977.5,2025-04-04,11:35:45,64.88,1,974,3955,1186.5,791.0,2025-04-04 11:35:45
28.52,46.55,2.44,2002.5,2025-04-04,11:35:57,64.83,1,975,4005,1201.5,801.0,2025-04-04 11:35:57
28.53,46.54,2.44,2001.0,2025-04-04,11:36:08,64.78,1,976,4002,1200.6,800.4,2025-04-04 11:36:08
28.51,46.54,2.45,2000.5,2025-04-04,11:36:20,64.74,1,977,4001,1200.3,800.2,2025-04-04 11:36:20
28.5,46.57,2.45,2000.5,2025-04-04,11:36:32,64.69,1,978,4001,1200.3,800.2,2025-04-04 11:36:32
28.52,46.5,2.45,1999.5,2025-04-04,11:36:44,64.64,1,979,3999,1199.7,799.8,2025-04-04 11:36:44
28.51,46.53,2.46,2001.0,2025-04-04,11:36:56,64.6,1,980,4002,1200.6,800.4,2025-04-04 11:36:56
28.52,46.52,2.46,2014.5,2025-04-04,11:37:07,64.55,1,981,4029,1208.7,805.8,2025-04-04 11:37:07
28.53,46.4,2.46,2003.0,2025-04-04,11:37:19,64.5,1,982,4006,1201.8,801.2,2025-04-04 11:37:19
28.55,46.33,2.47,2009.0,2025-04-04,11:37:31,64.45,1,983,4018,1205.4,803.6,2025-04-04 11:37:31
28.53,46.3,2.47,2016.5,2025-04-04,11:37:43,64.41,1,984,4033,1209.9,806.6,2025-04-04 11:37:43
28.53,46.32,2.47,1999.0,2025-04-04,11:37:54,64.36,1,985,3998,1199.4,799.6,2025-04-04 11:37:54
28.55,46.35,2.48,1994.5,2025-04-04,11:38:08,64.31,1,986,3989,1196.7,797.8,2025-04-04 11:38:08
28.55,46.3,2.48,2015.0,2025-04-04,11:38:22,64.25,1,987,4030,1209.0,806.0,2025-04-04 11:38:22
28.57,46.21,2.48,2006.5,2025-04-04,11:38:34,64.21,1,988,4013,1203.9,802.6,2025-04-04 11:38:34
28.56,46.16,2.49,1983.0,2025-04-04,11:38:45,64.16,1,989,3966,1189.8,793.2,2025-04-04 11:38:45
28.55,46.16,2.49,2008.0,2025-04-04,11:38:57,64.11,1,990,4016,1204.8,803.2,2025-04-04 11:38:57
28.55,46.15,2.49,2004.5,2025-04-04,11:39:09,64.07,1,991,4009,1202.7,801.8,2025-04-04 11:39:09
28.56,46.11,2.5,1999.0,2025-04-04,11:39:21,64.02,1,992,3998,1199.4,799.6,2025-04-04 11:39:21
28.56,46.13,2.5,2003.0,2025-04-04,11:39:32,63.97,1,993,4006,1201.8,801.2,2025-04-04 11:39:32
28.6,46.14,2.5,1997.5,2025-04-04,11:39:45,63.92,1,994,3995,1198.5,799.0,2025-04-04 11:39:45
28.58,46.12,2.51,2002.5,2025-04-04,11:39:57,63.87,1,995,4005,1201.5,801.0,2025-04-04 11:39:57
28.58,46.06,2.51,2005.5,2025-04-04,11:40:09,63.83,1,996,4011,1203.3,802.2,2025-04-04 11:40:09
28.59,46.04,2.51,2001.0,2025-04-04,11:40:20,63.78,1,997,4002,1200.6,800.4,2025-04-04 11:40:20
28.57,45.98,2.52,2008.0,2025-04-04,11:40:32,63.73,1,998,4016,1204.8,803.2,2025-04-04 11:40:32
28.5,46.0,2.52,2003.0,2025-04-04,11:40:44,63.69,1,999,4006,1201.8,801.2,2025-04-04 11:40:44
28.44,46.15,2.52,2001.0,2025-04-04,11:40:56,63.64,1,1000,4002,1200.6,800.4,2025-04-04 11:40:56
28.45,46.24,2.53,2003.5,2025-04-04,11:41:08,63.59,1,1001,4007,1202.1,801.4,2025-04-04 11:41:08
28.46,46.28,2.53,1997.0,2025-04-04,11:41:20,63.55,1,1002,3994,1198.2,798.8,2025-04-04 11:41:20
28.46,46.25,2.53,2006.5,2025-04-04,11:41:31,63.5,1,1003,4013,1203.9,802.6,2025-04-04 11:41:31
28.47,46.24,2.54,2006.0,2025-04-04,11:41:43,63.45,1,1004,4012,1203.6,802.4,2025-04-04 11:41:43
28.44,46.14,2.54,1993.0,2025-04-04,11:41:55,63.41,1,1005,3986,1195.8,797.2,2025-04-04 11:41:55
28.4,46.12,2.54,1999.5,2025-04-04,11:42:07,63.36,1,1006,3999,1199.7,799.8,2025-04-04 11:42:07
28.42,46.17,2.55,2004.5,2025-04-04,11:42:19,63.31,1,1007,4009,1202.7,801.8,2025-04-04 11:42:19
28.41,46.22,2.55,2003.5,2025-04-04,11:42:31,63.26,1,1008,4007,1202.1,801.4,2025-04-04 11:42:31
28.43,46.2,2.55,1994.0,2025-04-04,11:42:42,63.22,1,1009,3988,1196.4,797.6,2025-04-04 11:42:42
28.47,46.19,2.56,1999.0,2025-04-04,11:42:54,63.17,1,1010,3998,1199.4,799.6,2025-04-04 11:42:54
28.51,46.11,2.56,2002.5,2025-04-04,11:43:10,63.11,1,1011,4005,1201.5,801.0,2025-04-04 11:43:10
28.52,46.11,2.56,2002.0,2025-04-04,11:43:22,63.06,1,1012,4004,1201.2,800.8,2025-04-04 11:43:22
28.51,46.06,2.57,2002.5,2025-04-04,11:43:34,63.01,1,1013,4005,1201.5,801.0,2025-04-04 11:43:34
28.5,46.06,2.57,1965.5,2025-04-04,11:43:46,62.96,1,1014,3931,1179.3,786.2,2025-04-04 11:43:46
28.52,46.05,2.57,2001.0,2025-04-04,11:43:58,62.92,1,1015,4002,1200.6,800.4,2025-04-04 11:43:58
28.54,46.16,2.58,2009.5,2025-04-04,11:44:10,62.87,1,1016,4019,1205.7,803.8,2025-04-04 11:44:10
28.51,46.12,2.58,1998.5,2025-04-04,11:44:22,62.82,1,1017,3997,1199.1,799.4,2025-04-04 11:44:22
28.52,46.15,2.58,2003.0,2025-04-04,11:44:33,62.78,1,1018,4006,1201.8,801.2,2025-04-04 11:44:33
28.55,46.03,2.59,2003.5,2025-04-04,11:44:45,62.73,1,1019,4007,1202.1,801.4,2025-04-04 11:44:45
28.55,46.06,2.59,1995.0,2025-04-04,11:44:58,62.68,1,1020,3990,1197.0,798.0,2025-04-04 11:44:58
28.57,46.05,2.59,1992.5,2025-04-04,11:45:09,62.63,1,1021,3985,1195.5,797.0,2025-04-04 11:45:09
28.55,45.95,2.6,1999.5,2025-04-04,11:45:21,62.59,1,1022,3999,1199.7,799.8,2025-04-04 11:45:21
28.57,45.94,2.6,2000.0,2025-04-04,11:45:36,62.53,1,1023,4000,1200.0,800.0,2025-04-04 11:45:36
28.42,45.89,2.6,1993.0,2025-04-04,11:45:48,62.48,1,1024,3986,1195.8,797.2,2025-04-04 11:45:48
28.43,46.03,2.61,1997.5,2025-04-04,11:45:59,62.43,1,1025,3995,1198.5,799.0,2025-04-04 11:45:59
28.44,46.08,2.61,2005.5,2025-04-04,11:46:11,62.39,1,1026,4011,1203.3,802.2,2025-04-04 11:46:11
28.48,46.07,2.61,1995.0,2025-04-04,11:46:23,62.34,1,1027,3990,1197.0,798.0,2025-04-04 11:46:23
28.49,45.99,2.62,1999.5,2025-04-04,11:46:35,62.29,1,1028,3999,1199.7,799.8,2025-04-04 11:46:35
28.51,45.89,2.62,1999.5,2025-04-04,11:46:47,62.25,1,1029,3999,1199.7,799.8,2025-04-04 11:46:47
28.53,45.92,2.62,2000.5,2025-04-04,11:46:59,62.2,1,1030,4001,1200.3,800.2,2025-04-04 11:46:59
28.56,45.92,2.63,2001.0,2025-04-04,11:47:11,62.15,1,1031,4002,1200.6,800.4,2025-04-04 11:47:11
28.54,45.94,2.63,1997.5,2025-04-04,11:47:23,62.1,1,1032,3995,1198.5,799.0,2025-04-04 11:47:23
28.58,45.88,2.63,2003.5,2025-04-04,11:47:36,62.05,1,1033,4007,1202.1,801.4,2025-04-04 11:47:36
28.6,45.8,2.64,2001.5,2025-04-04,11:47:50,62.0,1,1034,4003,1200.9,800.6,2025-04-04 11:47:50
28.59,45.74,2.64,1997.5,2025-04-04,11:48:02,61.95,1,1035,3995,1198.5,799.0,2025-04-04 11:48:02
28.6,45.69,2.64,1990.5,2025-04-04,11:48:13,61.9,1,1036,3981,1194.3,796.2,2025-04-04 11:48:13
28.61,45.71,2.65,1999.0,2025-04-04,11:48:25,61.86,1,1037,3998,1199.4,799.6,2025-04-04 11:48:25
28.62,45.67,2.65,2002.0,2025-04-04,11:48:37,61.81,1,1038,4004,1201.2,800.8,2025-04-04 11:48:37
28.6,45.71,2.65,2000.5,2025-04-04,11:48:50,61.76,1,1039,4001,1200.3,800.2,2025-04-04 11:48:50
28.61,45.7,2.66,2003.5,2025-04-04,11:49:02,61.71,1,1040,4007,1202.1,801.4,2025-04-04 11:49:02
28.6,45.67,2.66,2008.0,2025-04-04,11:49:14,61.66,1,1041,4016,1204.8,803.2,2025-04-04 11:49:14
28.62,45.65,2.66,2004.0,2025-04-04,11:49:26,61.61,1,1042,4008,1202.4,801.6,2025-04-04 11:49:26
28.59,45.65,2.67,1997.5,2025-04-04,11:49:38,61.57,1,1043,3995,1198.5,799.0,2025-04-04 11:49:38
28.62,45.59,2.67,2002.5,2025-04-04,11:49:49,61.52,1,1044,4005,1201.5,801.0,2025-04-04 11:49:49
28.62,45.56,2.67,2002.0,2025-04-04,11:50:01,61.47,1,1045,4004,1201.2,800.8,2025-04-04 11:50:01
28.63,45.53,2.68,1997.0,2025-04-04,11:50:13,61.43,1,1046,3994,1198.2,798.8,2025-04-04 11:50:13
28.62,45.51,2.68,2001.0,2025-04-04,11:50:24,61.38,1,1047,4002,1200.6,800.4,2025-04-04 11:50:24
28.64,45.46,2.68,2008.0,2025-04-04,11:50:36,61.33,1,1048,4016,1204.8,803.2,2025-04-04 11:50:36
28.64,45.51,2.69,2047.5,2025-04-04,11:50:48,61.29,1,1049,4095,1228.5,819.0,2025-04-04 11:50:48
28.65,45.5,2.69,2003.0,2025-04-04,11:51:00,61.24,1,1050,4006,1201.8,801.2,2025-04-04 11:51:00
28.64,45.5,2.69,2003.5,2025-04-04,11:51:12,61.19,1,1051,4007,1202.1,801.4,2025-04-04 11:51:12
28.64,45.54,2.7,2002.0,2025-04-04,11:51:24,61.15,1,1052,4004,1201.2,800.8,2025-04-04 11:51:24
28.63,45.54,2.7,1997.5,2025-04-04,11:51:38,61.09,1,1053,3995,1198.5,799.0,2025-04-04 11:51:38
28.65,45.47,2.7,2003.0,2025-04-04,11:51:50,61.04,1,1054,4006,1201.8,801.2,2025-04-04 11:51:50
28.64,45.5,2.71,2000.5,2025-04-04,11:52:02,60.99,1,1055,4001,1200.3,800.2,2025-04-04 11:52:02
28.65,45.57,2.71,1998.5,2025-04-04,11:52:14,60.95,1,1056,3997,1199.1,799.4,2025-04-04 11:52:14
28.64,45.57,2.71,1997.5,2025-04-04,11:52:26,60.9,1,1057,3995,1198.5,799.0,2025-04-04 11:52:26
