temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID,GasRow,Co2,LPG,timestamp
28.65,45.59,2.72,1996.5,2025-04-04,11:52:37,60.85,1,1058,3993,1197.9,798.6,2025-04-04 11:52:37
28.62,45.55,2.72,2047.5,2025-04-04,11:52:49,60.81,1,1059,4095,1228.5,819.0,2025-04-04 11:52:49
28.6,45.57,2.72,1998.5,2025-04-04,11:53:01,60.76,1,1060,3997,1199.1,799.4,2025-04-04 11:53:01
28.62,45.52,2.73,1998.0,2025-04-04,11:53:13,60.71,1,1061,3996,1198.8,799.2,2025-04-04 11:53:13
28.62,45.49,2.73,2003.5,2025-04-04,11:53:25,60.66,1,1062,4007,1202.1,801.4,2025-04-04 11:53:25
28.61,45.52,2.73,1997.5,2025-04-04,11:53:37,60.62,1,1063,3995,1198.5,799.0,2025-04-04 11:53:37
28.61,45.56,2.74,2011.5,2025-04-04,11:53:49,60.57,1,1064,4023,1206.9,804.6,2025-04-04 11:53:49
28.58,45.53,2.74,1995.5,2025-04-04,11:54:01,60.52,1,1065,3991,1197.3,798.2,2025-04-04 11:54:01
28.59,45.53,2.74,2002.5,2025-04-04,11:54:12,60.48,1,1066,4005,1201.5,801.0,2025-04-04 11:54:12
28.57,45.53,2.75,1998.5,2025-04-04,11:54:24,60.43,1,1067,3997,1199.1,799.4,2025-04-04 11:54:24
28.56,45.52,2.75,2000.5,2025-04-04,11:54:36,60.38,1,1068,4001,1200.3,800.2,2025-04-04 11:54:36
28.59,45.48,2.75,1998.0,2025-04-04,11:54:48,60.33,1,1069,3996,1198.8,799.2,2025-04-04 11:54:48
28.56,45.51,2.76,1996.5,2025-04-04,11:55:00,60.29,1,1070,3993,1197.9,798.6,2025-04-04 11:55:00
28.59,45.48,2.76,2000.5,2025-04-04,11:55:12,60.24,1,1071,4001,1200.3,800.2,2025-04-04 11:55:12
28.59,45.54,2.76,2002.5,2025-04-04,11:55:23,60.19,1,1072,4005,1201.5,801.0,2025-04-04 11:55:23
28.59,45.56,2.77,1995.5,2025-04-04,11:55:35,60.15,1,1073,3991,1197.3,798.2,2025-04-04 11:55:35
28.6,45.6,2.77,1995.0,2025-04-04,11:55:47,60.1,1,1074,3990,1197.0,798.0,2025-04-04 11:55:47
28.59,45.6,2.77,1993.5,2025-04-04,11:55:59,60.05,1,1075,3987,1196.1,797.4,2025-04-04 11:55:59
28.61,45.56,2.78,1999.5,2025-04-04,11:56:11,60.0,1,1076,3999,1199.7,799.8,2025-04-04 11:56:11
28.62,45.5,2.78,2001.5,2025-04-04,11:56:22,59.96,1,1077,4003,1200.9,800.6,2025-04-04 11:56:22
28.6,45.5,2.78,2002.0,2025-04-04,11:56:34,59.91,1,1078,4004,1201.2,800.8,2025-04-04 11:56:34
28.62,45.51,2.79,1997.5,2025-04-04,11:56:46,59.87,1,1079,3995,1198.5,799.0,2025-04-04 11:56:46
28.62,45.4,2.79,1997.5,2025-04-04,11:56:58,59.82,1,1080,3995,1198.5,799.0,2025-04-04 11:56:58
28.64,45.38,2.79,1995.5,2025-04-04,11:57:10,59.77,1,1081,3991,1197.3,798.2,2025-04-04 11:57:10
28.64,45.38,2.8,2003.5,2025-04-04,11:57:22,59.72,1,1082,4007,1202.1,801.4,2025-04-04 11:57:22
28.61,45.34,2.8,1998.5,2025-04-04,11:57:34,59.67,1,1083,3997,1199.1,799.4,2025-04-04 11:57:34
28.63,45.3,2.8,1999.5,2025-04-04,11:57:46,59.63,1,1084,3999,1199.7,799.8,2025-04-04 11:57:46
28.63,45.47,2.81,1997.0,2025-04-04,11:57:58,59.58,1,1085,3994,1198.2,798.8,2025-04-04 11:57:58
28.63,45.48,2.81,2001.5,2025-04-04,11:58:10,59.53,1,1086,4003,1200.9,800.6,2025-04-04 11:58:10
28.61,45.44,2.81,1997.0,2025-04-04,11:58:22,59.48,1,1087,3994,1198.2,798.8,2025-04-04 11:58:22
28.63,45.42,2.82,1997.0,2025-04-04,11:58:34,59.44,1,1088,3994,1198.2,798.8,2025-04-04 11:58:34
28.62,45.42,2.82,2001.0,2025-04-04,11:58:46,59.39,1,1089,4002,1200.6,800.4,2025-04-04 11:58:46
28.61,45.46,2.82,2001.0,2025-04-04,11:58:57,59.34,1,1090,4002,1200.6,800.4,2025-04-04 11:58:57
28.63,45.46,2.83,1993.5,2025-04-04,11:59:09,59.3,1,1091,3987,1196.1,797.4,2025-04-04 11:59:09
28.62,45.43,2.83,1999.0,2025-04-04,11:59:21,59.25,1,1092,3998,1199.4,799.6,2025-04-04 11:59:21
28.62,45.45,2.83,2001.0,2025-04-04,11:59:33,59.2,1,1093,4002,1200.6,800.4,2025-04-04 11:59:33
28.63,45.48,2.84,1998.5,2025-04-04,11:59:45,59.15,1,1094,3997,1199.1,799.4,2025-04-04 11:59:45
28.64,45.43,2.84,1999.0,2025-04-04,11:59:57,59.11,1,1095,3998,1199.4,799.6,2025-04-04 11:59:57
28.63,45.32,2.84,1997.5,2025-04-04,12:00:09,59.06,1,1096,3995,1198.5,799.0,2025-04-04 12:00:09
28.64,45.3,2.85,2008.5,2025-04-04,12:00:20,59.01,1,1097,4017,1205.1,803.4,2025-04-04 12:00:20
28.6,45.32,2.85,1996.5,2025-04-04,12:00:32,58.97,1,1098,3993,1197.9,798.6,2025-04-04 12:00:32
28.61,45.35,2.85,2001.5,2025-04-04,12:00:44,58.92,1,1099,4003,1200.9,800.6,2025-04-04 12:00:44
28.61,45.28,2.86,2001.0,2025-04-04,12:00:56,58.87,1,1100,4002,1200.6,800.4,2025-04-04 12:00:56
28.59,45.3,2.86,1992.0,2025-04-04,12:01:08,58.82,1,1101,3984,1195.2,796.8,2025-04-04 12:01:08
28.56,45.3,2.86,1999.0,2025-04-04,12:01:22,58.77,1,1102,3998,1199.4,799.6,2025-04-04 12:01:22
28.57,45.33,2.87,1986.5,2025-04-04,12:01:34,58.72,1,1103,3973,1191.9,794.6,2025-04-04 12:01:34
28.55,45.31,2.87,1999.0,2025-04-04,12:01:46,58.67,1,1104,3998,1199.4,799.6,2025-04-04 12:01:46
28.53,45.31,2.87,1994.5,2025-04-04,12:01:58,58.62,1,1105,3989,1196.7,797.8,2025-04-04 12:01:58
28.55,45.28,2.88,1996.5,2025-04-04,12:02:10,58.58,1,1106,3993,1197.9,798.6,2025-04-04 12:02:10
28.55,45.3,2.88,2000.0,2025-04-04,12:02:21,58.53,1,1107,4000,1200.0,800.0,2025-04-04 12:02:21
28.54,45.27,2.88,2001.5,2025-04-04,12:02:33,58.48,1,1108,4003,1200.9,800.6,2025-04-04 12:02:33
28.55,45.3,2.89,1999.5,2025-04-04,12:02:45,58.44,1,1109,3999,1199.7,799.8,2025-04-04 12:02:45
28.56,45.23,2.89,1977.0,2025-04-04,12:02:56,58.39,1,1110,3954,1186.2,790.8,2025-04-04 12:02:56
28.55,45.23,2.89,1998.5,2025-04-04,12:03:08,58.35,1,1111,3997,1199.1,799.4,2025-04-04 12:03:08
28.57,45.24,2.9,2000.5,2025-04-04,12:03:20,58.3,1,1112,4001,1200.3,800.2,2025-04-04 12:03:20
28.53,45.25,2.9,1999.5,2025-04-04,12:03:32,58.25,1,1113,3999,1199.7,799.8,2025-04-04 12:03:32
28.52,45.24,2.9,1996.5,2025-04-04,12:03:43,58.21,1,1114,3993,1197.9,798.6,2025-04-04 12:03:43
28.54,45.22,2.91,1997.0,2025-04-04,12:03:55,58.16,1,1115,3994,1198.2,798.8,2025-04-04 12:03:55
28.55,45.24,2.91,1995.0,2025-04-04,12:04:07,58.11,1,1116,3990,1197.0,798.0,2025-04-04 12:04:07
28.52,45.12,2.91,1986.5,2025-04-04,12:04:19,58.07,1,1117,3973,1191.9,794.6,2025-04-04 12:04:19
28.44,45.23,2.92,1992.0,2025-04-04,12:04:30,58.02,1,1118,3984,1195.2,796.8,2025-04-04 12:04:30
28.45,45.29,2.92,1997.5,2025-04-04,12:04:42,57.97,1,1119,3995,1198.5,799.0,2025-04-04 12:04:42
28.47,45.24,2.92,1997.5,2025-04-04,12:04:54,57.92,1,1120,3995,1198.5,799.0,2025-04-04 12:04:54
28.49,45.17,2.93,1995.0,2025-04-04,12:05:06,57.88,1,1121,3990,1197.0,798.0,2025-04-04 12:05:06
28.48,45.18,2.93,2002.5,2025-04-04,12:05:18,57.83,1,1122,4005,1201.5,801.0,2025-04-04 12:05:18
28.47,45.24,2.93,1997.5,2025-04-04,12:05:30,57.78,1,1123,3995,1198.5,799.0,2025-04-04 12:05:30
28.49,45.26,2.94,1997.5,2025-04-04,12:05:42,57.74,1,1124,3995,1198.5,799.0,2025-04-04 12:05:42
28.48,45.24,2.94,2002.5,2025-04-04,12:05:53,57.69,1,1125,4005,1201.5,801.0,2025-04-04 12:05:53
28.49,45.23,2.94,1997.0,2025-04-04,12:06:05,57.64,1,1126,3994,1198.2,798.8,2025-04-04 12:06:05
28.51,45.29,2.94,1992.0,2025-04-04,12:06:17,57.6,1,1127,3984,1195.2,796.8,2025-04-04 12:06:17
28.55,45.19,2.95,2008.0,2025-04-04,12:06:29,57.55,1,1128,4016,1204.8,803.2,2025-04-04 12:06:29
28.52,45.07,2.95,1999.5,2025-04-04,12:06:41,57.5,1,1129,3999,1199.7,799.8,2025-04-04 12:06:41
28.53,45.07,2.95,2011.5,2025-04-04,12:06:52,57.45,1,1130,4023,1206.9,804.6,2025-04-04 12:06:52
28.55,45.04,2.96,1995.5,2025-04-04,12:07:05,57.4,1,1131,3991,1197.3,798.2,2025-04-04 12:07:05
28.54,45.12,2.96,1999.5,2025-04-04,12:07:17,57.36,1,1132,3999,1199.7,799.8,2025-04-04 12:07:17
28.56,45.17,2.96,1997.0,2025-04-04,12:07:29,57.31,1,1133,3994,1198.2,798.8,2025-04-04 12:07:29
28.55,45.1,2.97,1987.0,2025-04-04,12:07:41,57.26,1,1134,3974,1192.2,794.8,2025-04-04 12:07:41
28.55,45.04,2.97,1999.5,2025-04-04,12:07:52,57.22,1,1135,3999,1199.7,799.8,2025-04-04 12:07:52
28.58,44.99,2.97,1995.0,2025-04-04,12:08:04,57.17,1,1136,3990,1197.0,798.0,2025-04-04 12:08:04
28.56,45.01,2.98,2000.0,2025-04-04,12:08:16,57.12,1,1137,4000,1200.0,800.0,2025-04-04 12:08:16
28.56,45.01,2.98,1997.5,2025-04-04,12:08:28,57.08,1,1138,3995,1198.5,799.0,2025-04-04 12:08:28
28.54,45.05,2.98,1992.5,2025-04-04,12:08:39,57.03,1,1139,3985,1195.5,797.0,2025-04-04 12:08:39
28.53,45.03,2.99,1998.5,2025-04-04,12:08:51,56.98,1,1140,3997,1199.1,799.4,2025-04-04 12:08:51
28.54,45.03,2.99,1996.0,2025-04-04,12:09:03,56.93,1,1141,3992,1197.6,798.4,2025-04-04 12:09:03
28.54,44.96,2.99,2000.0,2025-04-04,12:09:15,56.89,1,1142,4000,1200.0,800.0,2025-04-04 12:09:15
28.56,44.93,3.0,1949.5,2025-04-04,12:09:27,56.84,1,1143,3899,1169.7,779.8,2025-04-04 12:09:27
28.56,44.88,3.0,1999.5,2025-04-04,12:09:39,56.79,1,1144,3999,1199.7,799.8,2025-04-04 12:09:39
28.58,44.93,3.0,2000.5,2025-04-04,12:09:51,56.75,1,1145,4001,1200.3,800.2,2025-04-04 12:09:51
28.58,44.93,3.01,1999.5,2025-04-04,12:10:03,56.7,1,1146,3999,1199.7,799.8,2025-04-04 12:10:03
28.57,44.94,3.01,1997.0,2025-04-04,12:10:14,56.65,1,1147,3994,1198.2,798.8,2025-04-04 12:10:14
28.57,44.9,3.01,2001.0,2025-04-04,12:10:26,56.6,1,1148,4002,1200.6,800.4,2025-04-04 12:10:26
28.57,44.89,3.02,1995.5,2025-04-04,12:10:38,56.56,1,1149,3991,1197.3,798.2,2025-04-04 12:10:38
28.56,44.9,3.02,1996.5,2025-04-04,12:10:50,56.51,1,1150,3993,1197.9,798.6,2025-04-04 12:10:50
28.56,44.91,3.02,1995.5,2025-04-04,12:11:02,56.46,1,1151,3991,1197.3,798.2,2025-04-04 12:11:02
28.53,44.91,3.03,2003.0,2025-04-04,12:11:14,56.42,1,1152,4006,1201.8,801.2,2025-04-04 12:11:14
28.52,44.93,3.03,2002.5,2025-04-04,12:11:25,56.37,1,1153,4005,1201.5,801.0,2025-04-04 12:11:25
28.51,44.91,3.03,1994.5,2025-04-04,12:11:37,56.32,1,1154,3989,1196.7,797.8,2025-04-04 12:11:37
28.52,44.91,3.04,1995.5,2025-04-04,12:11:49,56.27,1,1155,3991,1197.3,798.2,2025-04-04 12:11:49
28.51,44.95,3.04,1996.5,2025-04-04,12:12:01,56.23,1,1156,3993,1197.9,798.6,2025-04-04 12:12:01
28.52,45.0,3.04,1998.5,2025-04-04,12:12:13,56.18,1,1157,3997,1199.1,799.4,2025-04-04 12:12:13
28.54,44.92,3.05,2004.0,2025-04-04,12:12:25,56.13,1,1158,4008,1202.4,801.6,2025-04-04 12:12:25
28.53,44.89,3.05,1999.0,2025-04-04,12:12:37,56.09,1,1159,3998,1199.4,799.6,2025-04-04 12:12:37
28.56,44.84,3.05,2001.5,2025-04-04,12:12:48,56.04,1,1160,4003,1200.9,800.6,2025-04-04 12:12:48
28.56,44.76,3.06,1995.0,2025-04-04,12:13:00,55.99,1,1161,3990,1197.0,798.0,2025-04-04 12:13:00
28.58,44.7,3.06,1993.5,2025-04-04,12:13:12,55.94,1,1162,3987,1196.1,797.4,2025-04-04 12:13:12
28.58,44.66,3.06,1999.5,2025-04-04,12:13:24,55.9,1,1163,3999,1199.7,799.8,2025-04-04 12:13:24
28.57,44.64,3.07,1994.5,2025-04-04,12:13:36,55.85,1,1164,3989,1196.7,797.8,2025-04-04 12:13:36
28.58,44.65,3.07,1997.5,2025-04-04,12:13:48,55.8,1,1165,3995,1198.5,799.0,2025-04-04 12:13:48
28.57,44.65,3.07,1999.0,2025-04-04,12:14:00,55.76,1,1166,3998,1199.4,799.6,2025-04-04 12:14:00
28.54,44.67,3.08,1997.0,2025-04-04,12:14:11,55.71,1,1167,3994,1198.2,798.8,2025-04-04 12:14:11
28.56,44.71,3.08,1997.5,2025-04-04,12:14:23,55.66,1,1168,3995,1198.5,799.0,2025-04-04 12:14:23
28.54,44.73,3.08,1996.5,2025-04-04,12:14:35,55.62,1,1169,3993,1197.9,798.6,2025-04-04 12:14:35
28.56,44.74,3.09,1995.5,2025-04-04,12:14:47,55.57,1,1170,3991,1197.3,798.2,2025-04-04 12:14:47
28.55,44.77,3.09,2000.5,2025-04-04,12:14:58,55.52,1,1171,4001,1200.3,800.2,2025-04-04 12:14:58
28.56,44.77,3.09,1998.5,2025-04-04,12:15:10,55.48,1,1172,3997,1199.1,799.4,2025-04-04 12:15:10
28.56,44.75,3.1,1988.5,2025-04-04,12:15:22,55.43,1,1173,3977,1193.1,795.4,2025-04-04 12:15:22
28.55,44.76,3.1,1998.0,2025-04-04,12:15:34,55.38,1,1174,3996,1198.8,799.2,2025-04-04 12:15:34
28.54,44.77,3.1,1994.0,2025-04-04,12:15:46,55.33,1,1175,3988,1196.4,797.6,2025-04-04 12:15:46
28.54,44.72,3.11,2012.5,2025-04-04,12:15:58,55.29,1,1176,4025,1207.5,805.0,2025-04-04 12:15:58
28.54,44.66,3.11,1997.5,2025-04-04,12:16:10,55.24,1,1177,3995,1198.5,799.0,2025-04-04 12:16:10
28.57,44.63,3.11,2007.5,2025-04-04,12:16:21,55.19,1,1178,4015,1204.5,803.0,2025-04-04 12:16:21
28.58,44.62,3.12,1999.5,2025-04-04,12:16:33,55.15,1,1179,3999,1199.7,799.8,2025-04-04 12:16:33
28.58,44.67,3.12,1995.5,2025-04-04,12:16:45,55.1,1,1180,3991,1197.3,798.2,2025-04-04 12:16:45
28.56,44.68,3.12,1995.5,2025-04-04,12:16:57,55.05,1,1181,3991,1197.3,798.2,2025-04-04 12:16:57
28.58,44.69,3.13,1993.5,2025-04-04,12:17:09,55.0,1,1182,3987,1196.1,797.4,2025-04-04 12:17:09
28.59,44.66,3.13,1999.5,2025-04-04,12:17:21,54.96,1,1183,3999,1199.7,799.8,2025-04-04 12:17:21
28.58,44.68,3.13,2002.5,2025-04-04,12:17:32,54.91,1,1184,4005,1201.5,801.0,2025-04-04 12:17:32
28.58,44.75,3.14,1998.5,2025-04-04,12:17:44,54.86,1,1185,3997,1199.1,799.4,2025-04-04 12:17:44
28.58,44.93,3.14,2006.5,2025-04-04,12:17:56,54.82,1,1186,4013,1203.9,802.6,2025-04-04 12:17:56
28.58,44.76,3.14,1997.0,2025-04-04,12:18:08,54.77,1,1187,3994,1198.2,798.8,2025-04-04 12:18:08
28.57,44.63,3.15,1992.0,2025-04-04,12:18:20,54.72,1,1188,3984,1195.2,796.8,2025-04-04 12:18:20
28.58,44.57,3.15,1999.5,2025-04-04,12:18:31,54.68,1,1189,3999,1199.7,799.8,2025-04-04 12:18:31
28.56,44.53,3.15,1993.5,2025-04-04,12:18:43,54.63,1,1190,3987,1196.1,797.4,2025-04-04 12:18:43
28.56,44.59,3.16,1994.5,2025-04-04,12:18:55,54.58,1,1191,3989,1196.7,797.8,2025-04-04 12:18:55
28.54,44.58,3.16,1997.5,2025-04-04,12:19:07,54.54,1,1192,3995,1198.5,799.0,2025-04-04 12:19:07
28.54,44.6,3.16,2000.5,2025-04-04,12:19:18,54.49,1,1193,4001,1200.3,800.2,2025-04-04 12:19:18
28.54,44.52,3.17,1997.0,2025-04-04,12:19:30,54.44,1,1194,3994,1198.2,798.8,2025-04-04 12:19:30
28.56,44.65,3.17,1995.0,2025-04-04,12:19:42,54.4,1,1195,3990,1197.0,798.0,2025-04-04 12:19:42
28.56,44.61,3.17,1997.5,2025-04-04,12:19:54,54.35,1,1196,3995,1198.5,799.0,2025-04-04 12:19:54
28.54,44.6,3.18,1999.5,2025-04-04,12:20:05,54.3,1,1197,3999,1199.7,799.8,2025-04-04 12:20:05
28.52,44.58,3.18,1999.5,2025-04-04,12:20:17,54.26,1,1198,3999,1199.7,799.8,2025-04-04 12:20:17
28.51,44.6,3.18,1993.0,2025-04-04,12:20:29,54.21,1,1199,3986,1195.8,797.2,2025-04-04 12:20:29
28.51,44.61,3.18,1998.5,2025-04-04,12:20:41,54.16,1,1200,3997,1199.1,799.4,2025-04-04 12:20:41
28.53,44.53,3.19,2002.0,2025-04-04,12:20:58,54.09,1,1201,4004,1201.2,800.8,2025-04-04 12:20:58
28.52,44.58,3.19,1998.5,2025-04-04,12:21:09,54.05,1,1202,3997,1199.1,799.4,2025-04-04 12:21:09
28.53,44.63,3.2,2002.5,2025-04-04,12:21:21,54.0,1,1203,4005,1201.5,801.0,2025-04-04 12:21:21
28.51,44.66,3.2,2002.5,2025-04-04,12:21:33,53.95,1,1204,4005,1201.5,801.0,2025-04-04 12:21:33
28.52,44.62,3.2,2000.0,2025-04-04,12:21:45,53.91,1,1205,4000,1200.0,800.0,2025-04-04 12:21:45
28.52,44.6,3.21,1995.5,2025-04-04,12:21:56,53.86,1,1206,3991,1197.3,798.2,2025-04-04 12:21:56
28.49,44.53,3.21,1998.5,2025-04-04,12:22:08,53.81,1,1207,3997,1199.1,799.4,2025-04-04 12:22:08
28.49,44.48,3.21,1996.5,2025-04-04,12:22:20,53.77,1,1208,3993,1197.9,798.6,2025-04-04 12:22:20
28.51,44.58,3.22,1997.5,2025-04-04,12:22:32,53.72,1,1209,3995,1198.5,799.0,2025-04-04 12:22:32
28.5,44.58,3.22,2000.5,2025-04-04,12:22:44,53.67,1,1210,4001,1200.3,800.2,2025-04-04 12:22:44
28.48,44.55,3.22,2000.0,2025-04-04,12:22:55,53.63,1,1211,4000,1200.0,800.0,2025-04-04 12:22:55
28.44,44.53,3.23,2000.5,2025-04-04,12:23:07,53.58,1,1212,4001,1200.3,800.2,2025-04-04 12:23:07
28.45,44.61,3.23,1998.5,2025-04-04,12:23:20,53.53,1,1213,3997,1199.1,799.4,2025-04-04 12:23:20
28.46,44.63,3.23,1995.5,2025-04-04,12:23:32,53.48,1,1214,3991,1197.3,798.2,2025-04-04 12:23:32
28.47,44.61,3.24,1997.5,2025-04-04,12:23:44,53.43,1,1215,3995,1198.5,799.0,2025-04-04 12:23:44
28.13,44.39,3.24,1997.5,2025-04-04,12:23:55,53.39,1,1216,3995,1198.5,799.0,2025-04-04 12:23:55
27.76,45.03,3.24,1992.0,2025-04-04,12:24:10,53.33,1,1217,3984,1195.2,796.8,2025-04-04 12:24:10
27.48,45.12,3.25,1982.5,2025-04-04,12:24:22,53.28,1,1218,3965,1189.5,793.0,2025-04-04 12:24:22
27.19,44.81,3.25,1995.0,2025-04-04,12:24:34,53.23,1,1219,3990,1197.0,798.0,2025-04-04 12:24:34
27.37,45.32,3.25,1992.0,2025-04-04,12:24:49,53.18,1,1220,3984,1195.2,796.8,2025-04-04 12:24:49
27.66,44.87,3.26,1989.0,2025-04-04,12:25:01,53.13,1,1221,3978,1193.4,795.6,2025-04-04 12:25:01
27.65,44.62,3.26,1995.0,2025-04-04,12:25:13,53.08,1,1222,3990,1197.0,798.0,2025-04-04 12:25:13
27.66,45.31,3.26,1990.5,2025-04-04,12:25:25,53.03,1,1223,3981,1194.3,796.2,2025-04-04 12:25:25
27.88,45.08,3.27,1990.5,2025-04-04,12:25:37,52.98,1,1224,3981,1194.3,796.2,2025-04-04 12:25:37
28.46,45.35,3.27,1993.0,2025-04-04,12:25:49,52.94,1,1225,3986,1195.8,797.2,2025-04-04 12:25:49
28.67,45.03,3.27,1995.5,2025-04-04,12:26:01,52.89,1,1226,3991,1197.3,798.2,2025-04-04 12:26:01
28.63,44.92,3.28,1999.5,2025-04-04,12:26:13,52.84,1,1227,3999,1199.7,799.8,2025-04-04 12:26:13
28.73,44.81,3.28,1979.5,2025-04-04,12:26:25,52.79,1,1228,3959,1187.7,791.8,2025-04-04 12:26:25
28.87,44.08,3.28,1992.0,2025-04-04,12:26:37,52.75,1,1229,3984,1195.2,796.8,2025-04-04 12:26:37
28.79,43.49,3.29,1991.5,2025-04-04,12:26:49,52.7,1,1230,3983,1194.9,796.6,2025-04-04 12:26:49
28.68,43.87,3.29,1994.5,2025-04-04,12:27:00,52.65,1,1231,3989,1196.7,797.8,2025-04-04 12:27:00
28.46,43.42,3.29,1995.5,2025-04-04,12:27:12,52.61,1,1232,3991,1197.3,798.2,2025-04-04 12:27:12
28.84,43.51,3.3,1991.5,2025-04-04,12:27:25,52.56,1,1233,3983,1194.9,796.6,2025-04-04 12:27:25
29.52,43.47,3.3,1995.5,2025-04-04,12:27:37,52.51,1,1234,3991,1197.3,798.2,2025-04-04 12:27:37
29.96,42.83,3.3,1995.5,2025-04-04,12:27:50,52.46,1,1235,3991,1197.3,798.2,2025-04-04 12:27:50
30.53,42.45,3.31,1997.0,2025-04-04,12:28:01,52.41,1,1236,3994,1198.2,798.8,2025-04-04 12:28:01
31.6,42.24,3.31,1992.5,2025-04-04,12:28:13,52.36,1,1237,3985,1195.5,797.0,2025-04-04 12:28:13
32.7,41.34,3.31,1995.5,2025-04-04,12:28:25,52.32,1,1238,3991,1197.3,798.2,2025-04-04 12:28:25
33.57,40.27,3.32,1995.5,2025-04-04,12:28:37,52.27,1,1239,3991,1197.3,798.2,2025-04-04 12:28:37
33.66,39.36,3.32,2001.5,2025-04-04,12:28:49,52.22,1,1240,4003,1200.9,800.6,2025-04-04 12:28:49
33.64,39.31,3.32,2005.0,2025-04-04,12:29:00,52.18,1,1241,4010,1203.0,802.0,2025-04-04 12:29:00
33.91,38.82,3.33,1995.0,2025-04-04,12:29:12,52.13,1,1242,3990,1197.0,798.0,2025-04-04 12:29:12
34.66,39.54,3.33,1999.5,2025-04-04,12:29:24,52.08,1,1243,3999,1199.7,799.8,2025-04-04 12:29:24
34.99,37.89,3.33,1995.0,2025-04-04,12:29:36,52.03,1,1244,3990,1197.0,798.0,2025-04-04 12:29:36
35.02,37.9,3.34,1949.0,2025-04-04,12:29:48,51.99,1,1245,3898,1169.4,779.6,2025-04-04 12:29:48
34.77,38.59,3.34,1952.5,2025-04-04,12:30:00,51.94,1,1246,3905,1171.5,781.0,2025-04-04 12:30:00
34.57,38.21,3.34,1952.5,2025-04-04,12:30:12,51.89,1,1247,3905,1171.5,781.0,2025-04-04 12:30:12
34.27,38.28,3.35,1954.5,2025-04-04,12:30:25,51.84,1,1248,3909,1172.7,781.8,2025-04-04 12:30:25
34.1,38.68,3.35,1958.5,2025-04-04,12:30:37,51.79,1,1249,3917,1175.1,783.4,2025-04-04 12:30:37
33.91,38.66,3.35,1954.0,2025-04-04,12:30:49,51.75,1,1250,3908,1172.4,781.6,2025-04-04 12:30:49
33.76,38.88,3.36,1959.5,2025-04-04,12:31:01,51.7,1,1251,3919,1175.7,783.8,2025-04-04 12:31:01
33.59,38.75,3.36,1959.5,2025-04-04,12:31:12,51.65,1,1252,3919,1175.7,783.8,2025-04-04 12:31:12
33.4,38.76,3.36,1947.0,2025-04-04,12:31:24,51.61,1,1253,3894,1168.2,778.8,2025-04-04 12:31:24
33.33,38.99,3.37,1949.5,2025-04-04,12:31:36,51.56,1,1254,3899,1169.7,779.8,2025-04-04 12:31:36
33.33,39.32,3.37,1952.5,2025-04-04,12:31:48,51.51,1,1255,3905,1171.5,781.0,2025-04-04 12:31:48
33.42,39.82,3.37,1959.5,2025-04-04,12:32:00,51.46,1,1256,3919,1175.7,783.8,2025-04-04 12:32:00
33.5,40.04,3.38,1952.0,2025-04-04,12:32:12,51.41,1,1257,3904,1171.2,780.8,2025-04-04 12:32:12
33.62,40.23,3.38,1953.5,2025-04-04,12:32:24,51.37,1,1258,3907,1172.1,781.4,2025-04-04 12:32:24
33.75,40.46,3.38,1954.5,2025-04-04,12:32:36,51.32,1,1259,3909,1172.7,781.8,2025-04-04 12:32:36
33.79,39.1,3.39,1956.5,2025-04-04,12:32:48,51.27,1,1260,3913,1173.9,782.6,2025-04-04 12:32:48
33.72,38.64,3.39,1955.5,2025-04-04,12:33:00,51.22,1,1261,3911,1173.3,782.2,2025-04-04 12:33:00
33.55,38.88,3.39,1959.5,2025-04-04,12:33:12,51.17,1,1262,3919,1175.7,783.8,2025-04-04 12:33:12
33.44,38.68,3.4,1955.5,2025-04-04,12:33:27,51.12,1,1263,3911,1173.3,782.2,2025-04-04 12:33:27
33.29,38.95,3.4,1954.0,2025-04-04,12:33:39,51.07,1,1264,3908,1172.4,781.6,2025-04-04 12:33:39
33.13,38.8,3.4,1955.5,2025-04-04,12:33:52,51.02,1,1265,3911,1173.3,782.2,2025-04-04 12:33:52
33.0,38.81,3.41,1959.0,2025-04-04,12:34:04,50.97,1,1266,3918,1175.4,783.6,2025-04-04 12:34:04
32.93,39.07,3.41,1958.5,2025-04-04,12:34:16,50.92,1,1267,3917,1175.1,783.4,2025-04-04 12:34:16
32.82,38.88,3.41,1961.0,2025-04-04,12:34:27,50.88,1,1268,3922,1176.6,784.4,2025-04-04 12:34:27
32.79,39.12,3.42,1952.0,2025-04-04,12:34:40,50.83,1,1269,3904,1171.2,780.8,2025-04-04 12:34:40
32.88,39.43,3.42,1954.5,2025-04-04,12:34:51,50.78,1,1270,3909,1172.7,781.8,2025-04-04 12:34:51
32.99,39.61,3.42,1958.5,2025-04-04,12:35:03,50.73,1,1271,3917,1175.1,783.4,2025-04-04 12:35:03
33.02,39.26,3.43,1954.5,2025-04-04,12:35:15,50.69,1,1272,3909,1172.7,781.8,2025-04-04 12:35:15
32.97,38.35,3.43,1952.5,2025-04-04,12:35:26,50.64,1,1273,3905,1171.5,781.0,2025-04-04 12:35:26
32.9,38.45,3.43,1954.5,2025-04-04,12:35:38,50.59,1,1274,3909,1172.7,781.8,2025-04-04 12:35:38
